Rank,Club,Country,Level,Elo,From,To
None,Grasshoppers,SUI,1,1337.47436523,2025-03-14,2025-03-16
None,Sandefjord,NOR,1,1336.01916504,2025-03-14,2025-04-10
None,Lubin,POL,1,1335.69042969,2025-03-14,2025-03-16
None,Puszcza Niepolomice,POL,1,1334.96984863,2025-03-14,2025-03-16
None,Martigues,FRA,2,1334.94384766,2025-03-15,2025-04-10
None,OFI,GRE,1,1334.19763184,2025-03-14,2025-04-10
None,Beerschot AC,BEL,1,1333.88134766,2025-03-14,2025-03-16
None,Aberdeen,SCO,1,1333.61206055,2025-03-14,2025-03-15
None,GAIS,SWE,1,1333.23925781,2025-03-14,2025-04-10
None,Kilmarnock,SCO,1,1333.11437988,2025-03-14,2025-03-15
None,Nizhny Novgorod,RUS,1,1332.29968262,2025-03-08,2025-04-10
None,Viitorul,ROM,1,1331.8125,2025-03-14,2025-03-15
None,Haugesund,NOR,1,1329.14331055,2025-03-14,2025-04-10
None,St Mirren,SCO,1,1328.53564453,2025-03-14,2025-03-15
None,Varazdin,CRO,1,1327.92175293,2025-03-09,2025-03-16
None,KFUM Oslo,NOR,1,1327.0489502,2025-03-14,2025-04-10
None,Norrkoeping,SWE,1,1326.55749512,2025-03-14,2025-04-10
None,Klagenfurt,AUT,1,1325.86755371,2025-03-14,2025-03-16
None,Aalborg,DEN,1,1325.82263184,2025-03-14,2025-03-16
None,Bodrum,TUR,1,1324.78979492,2025-03-14,2025-03-16
None,Kalmar,SWE,1,1324.63500977,2025-03-14,2025-04-10
None,Hermannstadt,ROM,1,1322.82470703,2025-03-14,2025-03-16
None,Istra 1961,CRO,1,1321.98144531,2025-03-09,2025-03-15
None,SonderjyskE,DEN,1,1321.13000488,2025-03-14,2025-03-16
None,Ham-Kam,NOR,1,1320.49853516,2025-03-14,2025-04-10
None,Dynamo Makhachkala,RUS,1,1319.75720215,2025-03-09,2025-04-10
None,Atromitos,GRE,1,1318.57312012,2025-03-14,2025-04-10
None,Zorya,UKR,1,1315.42724609,2025-03-12,2025-04-10
None,Karvina,CZE,1,1314.6282959,2025-03-14,2025-03-16
None,Dunajska,SLK,0,1314.55761719,2025-01-30,2025-04-10
None,Vejle,DEN,1,1310.80187988,2025-03-14,2025-03-16
None,Slaven Belupo,CRO,1,1310.38037109,2025-03-15,2025-04-10
None,Netanya,ISR,1,1310.31481934,2025-03-09,2025-03-15
None,Dundee United,SCO,1,1310.24914551,2025-03-14,2025-03-16
None,Kryvbas,UKR,1,1309.8190918,2025-03-07,2025-03-15
None,Motherwell,SCO,1,1309.5501709,2025-03-14,2025-03-15
None,Zira,AZE,0,1309.11206055,2025-01-31,2025-04-10
None,Wisla,POL,0,1308.50354004,2025-03-14,2025-04-10
None,Regensburg,GER,2,1308.34667969,2025-03-14,2025-03-15
None,Hapoel Jerusalem,ISR,1,1307.84362793,2025-03-09,2025-03-15
None,Zrinjski Mostar,BHZ,0,1307.78222656,2025-03-14,2025-04-10
None,Kristiansund,NOR,1,1307.18566895,2025-03-14,2025-04-10
None,Asteras Tripolis,GRE,1,1306.35595703,2025-03-14,2025-04-10
None,Brommapojkarna,SWE,1,1305.77856445,2025-03-14,2025-04-10
None,Polissya Zhytomyr,UKR,1,1305.16162109,2025-03-12,2025-04-10
None,MTK,HUN,1,1302.72106934,2025-03-09,2025-03-16
None,Yverdon Sport,SUI,1,1302.48022461,2025-03-14,2025-03-15
None,Videoton,HUN,1,1300.18066406,2025-03-08,2025-03-16
None,Panetolikos,GRE,1,1298.86010742,2025-03-14,2025-04-10
None,Sabah,AZE,0,1298.63781738,2025-01-31,2025-04-10
None,Rukh Lviv,UKR,1,1298.46777344,2025-03-09,2025-03-15
None,Halmstad,SWE,1,1296.92749023,2025-03-14,2025-04-10
None,Gyoer,HUN,1,1296.76086426,2025-03-15,2025-04-10
None,Lechia,POL,1,1296.75427246,2025-03-15,2025-04-10
None,Petrolul Ploiesti,ROM,1,1296.30810547,2025-03-15,2025-04-10
None,Shamrock,IRL,0,1295.79553223,2025-02-21,2025-04-10
None,Ross County,SCO,1,1295.41003418,2025-03-14,2025-03-15
None,UTA Arad,ROM,1,1294.84228516,2025-03-14,2025-03-16
None,Wattens,AUT,1,1294.2590332,2025-03-14,2025-03-16
None,Pyunik,ARM,0,1293.49389648,2025-01-01,2025-04-10
None,FK Riga,LAT,0,1289.60632324,2025-01-31,2025-04-10
None,Pardubice,CZE,1,1288.9251709,2025-03-14,2025-03-15
None,Levadeiakos,GRE,1,1288.88745117,2025-03-14,2025-04-10
None,Diosgyori,HUN,1,1288.73510742,2025-03-09,2025-03-16
None,Winterthur,SUI,1,1287.31408691,2025-03-14,2025-03-16
None,Bravo,SVN,1,1287.13366699,2025-03-14,2025-03-16
None,Koper,SVN,1,1286.52807617,2025-03-14,2025-03-16
None,Altach,AUT,1,1285.68139648,2025-03-14,2025-03-16
None,Sumqayit,AZE,0,1285.55529785,2025-01-31,2025-04-10
None,Adana Demirspor,TUR,1,1284.92358398,2025-03-14,2025-04-10
None,Lillestrom,NOR,1,1283.36364746,2025-03-14,2025-04-10
None,Odd Grenland,NOR,1,1280.02038574,2025-03-14,2025-04-10
None,Vaduz,LIE,0,1279.65759277,2025-03-14,2025-04-10
None,Zalaegerszegi,HUN,1,1279.14172363,2025-03-09,2025-03-16
None,Hatayspor,TUR,1,1278.56066895,2025-03-14,2025-03-16
None,Kuopio,FIN,0,1277.19067383,2025-01-01,2025-04-10
None,RFS,LAT,0,1274.02429199,2025-01-31,2025-04-10
None,HNK Gorica,CRO,1,1269.40563965,2025-03-15,2025-04-10
None,GAK,AUT,1,1268.40075684,2025-03-14,2025-03-16
None,Botosani,ROM,1,1265.57421875,2025-03-15,2025-04-10
None,Kecskemeti,HUN,1,1265.48339844,2025-03-08,2025-03-16
None,St Patricks,IRL,0,1264.93823242,2025-02-21,2025-04-10
None,Panserraikos,GRE,1,1264.6739502,2025-03-14,2025-04-10
None,Noah,ARM,0,1264.0534668,2025-01-01,2025-04-10
None,Bnei Sakhinin,ISR,1,1263.38989258,2025-03-09,2025-03-15
None,Ujpest,HUN,1,1262.48840332,2025-03-15,2025-04-10
None,Dundee,SCO,1,1258.57751465,2025-03-14,2025-03-16
None,Arda,BUL,1,1258.33825684,2025-03-10,2025-03-16
None,Vikingur,ISL,0,1257.90405273,2025-02-21,2025-04-10
None,Otelul Galati,ROM,1,1256.62438965,2025-03-14,2025-03-16
None,Ashdod,ISR,1,1256.37341309,2025-03-10,2025-03-16
None,Borac Banja Luka,BHZ,0,1255.45959473,2025-03-14,2025-04-10
None,Debrecen,HUN,1,1255.42553711,2025-03-15,2025-04-10
None,Kiryat Shmona,ISR,1,1251.27185059,2025-03-10,2025-03-15
None,Veres,UKR,1,1250.94067383,2025-03-12,2025-04-10
None,Novi Sad,SRB,1,1248.82299805,2025-03-10,2025-03-16
None,Backa Topola,SRB,1,1242.44055176,2025-03-09,2025-03-16
None,Iasi,ROM,1,1241.7088623,2025-03-14,2025-03-15
None,St Johnstone,SCO,1,1241.43322754,2025-03-14,2025-03-15
None,FK Sarajevo,BHZ,0,1240.11486816,2025-03-14,2025-04-10
None,HJK Helsinki,FIN,0,1239.10522461,2025-01-01,2025-04-10
None,Shelbourne,IRL,0,1238.70007324,2025-02-21,2025-04-10
None,Dukla,CZE,1,1238.36682129,2025-03-14,2025-03-15
None,Aktobe,KAZ,0,1237.74133301,2025-01-01,2025-04-10
None,NFC Volos,GRE,1,1237.65820312,2025-03-14,2025-04-10
None,Maccabi Bnei Raina,ISR,1,1236.24890137,2025-03-09,2025-03-16
None,Kalithea,GRE,1,1232.38647461,2025-03-14,2025-04-10
None,LNZ,UKR,1,1231.00585938,2025-03-07,2025-03-16
None,Karpaty,UKR,1,1229.68530273,2025-03-12,2025-04-10
None,Ararat,ARM,0,1229.59350586,2025-01-01,2025-04-10
None,Kragujevac,SRB,1,1229.13964844,2025-03-15,2025-04-10
None,Tobol,KAZ,0,1228.64819336,2025-01-01,2025-04-10
None,Ironi Tiberias,ISR,1,1228.125,2025-03-09,2025-03-15
None,Vaesteras,SWE,1,1227.28674316,2025-03-14,2025-04-10
None,Derry City,IRL,0,1226.78564453,2025-02-21,2025-04-10
None,Nyiregyhaza,HUN,1,1226.43713379,2025-03-09,2025-03-16
None,Botev Plovdiv,BUL,1,1225.61645508,2025-03-10,2025-03-16
None,Mura,SVN,1,1224.64575195,2025-03-14,2025-03-15
None,Vorskla,UKR,1,1221.82092285,2025-03-01,2025-03-15
None,Corvinul Hunedoara,ROM,0,1218.05517578,2025-03-14,2025-04-10
None,Drita,KOS,0,1217.79748535,2025-01-01,2025-04-10
None,Kolos,UKR,1,1217.10461426,2025-03-08,2025-03-16
None,Cukaricki,SRB,1,1216.67541504,2025-03-09,2025-03-16
None,CSKA 1948 Sofia,BUL,1,1214.81835938,2025-03-09,2025-03-16
None,Dinamo Minsk,BLR,0,1213.3963623,2025-01-01,2025-04-10
None,Slavia Sofia,BUL,1,1211.86755371,2025-03-15,2025-04-10
None,Hapoel Eran Hadera,ISR,1,1209.06481934,2025-03-09,2025-03-15
None,Ilves Tampere,FIN,0,1208.48547363,2025-01-01,2025-04-10
None,Auda,LAT,0,1208.2767334,2025-01-31,2025-04-10
None,Zalgiris Vilnius,LIT,0,1206.70324707,2025-01-01,2025-04-10
None,Banants,ARM,0,1205.81433105,2025-01-01,2025-04-10
None,Velez Mostar,BHZ,0,1205.63708496,2025-03-14,2025-04-10
None,Lamia,GRE,1,1203.81591797,2025-03-14,2025-04-10
None,Ordabasy,KAZ,0,1203.40258789,2025-01-01,2025-04-10
None,Breidablik,ISL,0,1202.88439941,2025-02-21,2025-04-10
None,M Petach Tikva,ISR,1,1202.59216309,2025-03-10,2025-03-15
None,Obolon Kyiv,UKR,1,1199.16918945,2025-03-12,2025-04-10
None,Livyi Bereh,UKR,1,1198.36669922,2025-03-08,2025-03-15
None,Petrocub,MOL,0,1196.45617676,2025-01-01,2025-04-10
None,Valur,ISL,0,1195.8840332,2025-02-21,2025-04-10
None,Vaasa,FIN,0,1189.03112793,2025-01-01,2025-04-10
None,Liepajas,LAT,0,1185.72998047,2025-01-31,2025-04-10
None,Sibenik,CRO,1,1185.609375,2025-03-08,2025-03-15
None,Beroe Stara Zagora,BUL,1,1185.44970703,2025-03-15,2025-04-10
None,Ballkani,KOS,0,1184.97155762,2025-01-01,2025-04-10
None,Unirea Slobozia,ROM,1,1184.62915039,2025-03-14,2025-03-16
None,Radomlje,SVN,1,1183.76696777,2025-03-14,2025-03-15
None,Lok Plovdiv,BUL,1,1182.28479004,2025-03-15,2025-04-10
None,Ceske Budejovice,CZE,1,1181.28234863,2025-03-14,2025-03-16
None,Saburtalo,GEO,0,1178.19897461,2025-01-01,2025-04-10
None,Primorje,SVN,1,1178.09594727,2025-03-14,2025-03-15
None,Shkendija,MAC,0,1177.32739258,2025-01-01,2025-04-10
None,Chernomorets,UKR,1,1173.9576416,2025-03-07,2025-03-16
None,Gloria Buzau,ROM,1,1170.04736328,2025-03-14,2025-03-17
None,Milsami Orhei,MOL,0,1169.62426758,2025-01-01,2025-04-10
None,Inhulets,UKR,1,1168.09680176,2025-03-09,2025-03-16
None,Stjarnan,ISL,0,1165.37646484,2025-02-21,2025-04-10
None,Levski Krumovgrad,BUL,1,1165.31860352,2025-03-15,2025-04-10
None,Torpedo Kutaisi,GEO,0,1164.16381836,2025-01-01,2025-04-10
None,Klaksvik,FAR,0,1159.95324707,2025-01-01,2025-04-10
None,Partizani Tirana,ALB,0,1156.84179688,2025-01-01,2025-04-10
None,Mladost Lucani,SRB,1,1156.7364502,2025-03-10,2025-03-16
None,Zimbru,MOL,0,1155.95031738,2025-01-01,2025-04-10
None,Novi Pazar,SRB,1,1151.39794922,2025-03-09,2025-03-17
None,Spartak Varna,BUL,1,1144.16662598,2025-03-09,2025-03-16
None,Batumi,GEO,0,1143.13012695,2025-01-01,2025-04-10
None,Flora Tallinn,EST,0,1142.63122559,2025-01-01,2025-04-10
None,Egnatia,ALB,0,1135.38818359,2025-01-01,2025-04-10
None,Zlatibor,SRB,1,1133.68078613,2025-03-08,2025-03-16
None,Zeleznicar Pancevo,SRB,1,1133.14892578,2025-03-13,2025-03-17
None,Domzale,SVN,1,1131.77868652,2025-03-14,2025-03-16
None,Lok Sofia,BUL,1,1128.41943359,2025-03-10,2025-03-15
None,Panevezys,LIT,0,1127.44165039,2025-01-01,2025-04-10
None,The New Saints,WAL,0,1127.13720703,2025-01-01,2025-04-10
None,Septemvri Sofia,BUL,1,1126.27172852,2025-03-11,2025-03-16
None,TransINVEST,LIT,0,1124.7097168,2025-01-01,2025-04-10
None,Nafta,SVN,1,1123.38232422,2025-03-14,2025-03-16
None,Vllaznia,ALB,0,1117.92810059,2025-01-01,2025-04-10
None,Neman Grodno,BLR,0,1115.80456543,2025-01-01,2025-04-10
None,Tikves,MAC,0,1114.75292969,2025-01-01,2025-04-10
None,Tirana,ALB,0,1114.69067383,2025-01-01,2025-04-10
None,Krusevac,SRB,1,1108.95593262,2025-03-09,2025-03-16
None,Isloch,BLR,0,1107.75524902,2025-01-01,2025-04-10
None,Dinamo Tbilisi,GEO,0,1106.90856934,2025-01-01,2025-04-10
None,OFK,SRB,1,1106.74475098,2025-03-13,2025-03-16
None,IMT,SRB,1,1106.67907715,2025-03-10,2025-03-15
None,Siauliai,LIT,0,1105.91015625,2025-01-01,2025-04-10
None,Linfield,NIR,0,1102.65942383,2025-01-01,2025-04-10
None,Hamrun,MLT,0,1098.66833496,2025-01-01,2025-04-10
None,Struga,MAC,0,1087.32653809,2025-01-01,2025-04-10
None,Mornar,MNT,0,1085.00390625,2025-01-01,2025-04-10
None,Niedercorn,LUX,0,1084.9855957,2025-01-01,2025-04-10
None,Decic,MNT,0,1084.34790039,2025-01-01,2025-04-10
None,Nis,SRB,1,1083.24060059,2025-03-09,2025-03-16
None,Dudelange,LUX,0,1081.26477051,2025-01-01,2025-04-10
None,Llapi,KOS,0,1075.31604004,2025-01-01,2025-04-10
None,Torpedo Zhodino,BLR,0,1075.11975098,2025-01-01,2025-04-10
None,Paide Linnameeskond,EST,0,1074.60168457,2025-01-01,2025-04-10
None,Crusaders,NIR,0,1074.38952637,2025-01-01,2025-04-10
None,B 36 Torshavn,FAR,0,1067.34130859,2025-01-01,2025-04-10
None,Una Strassen,LUX,0,1066.4753418,2025-01-01,2025-04-10
None,Differdang,LUX,0,1065.87243652,2025-01-01,2025-04-10
None,Gota,FAR,0,1061.19055176,2025-01-01,2025-04-10
None,Malisheva,KOS,0,1059.91247559,2025-01-01,2025-04-10
None,Larne,NIR,0,1053.89489746,2025-01-01,2025-04-10
None,Floriana,MLT,0,1053.81933594,2025-01-01,2025-04-10
None,HB Torshavn,FAR,0,1050.90234375,2025-01-01,2025-04-10
None,Cliftonville,NIR,0,1050.16418457,2025-01-01,2025-04-10
None,Marsaxlokk,MLT,0,1048.00817871,2025-01-01,2025-04-10
None,FC Infonet,EST,0,1047.51000977,2025-01-01,2025-04-10
None,Kalev,EST,0,1044.25756836,2025-01-01,2025-04-10
None,Tekstilac Odzaci,SRB,1,1042.13037109,2025-03-08,2025-03-15
None,Sliema Wanderers,MLT,0,1039.95922852,2025-01-01,2025-04-10
None,Botev Vratsa,BUL,1,1038.47277832,2025-03-08,2025-03-15
None,Podgorica,MNT,0,1037.45458984,2025-01-01,2025-04-10
None,Hebar,BUL,1,1032.25183105,2025-03-11,2025-03-15
None,Jedinstvo Ub,SRB,1,1014.95166016,2025-03-15,2025-04-10
None,Caernarfon Town,WAL,0,1006.66442871,2025-01-01,2025-04-10
None,Bala,WAL,0,995.759460449,2025-01-01,2025-04-10
None,Connahs Quay,WAL,0,995.107849121,2025-01-01,2025-04-10
None,Escaldes,AND,0,965.057250977,2025-01-01,2025-04-10
None,Lincoln,GIB,0,963.252685547,2025-01-01,2025-04-10
None,St Josephs,GIB,0,907.828308105,2025-01-01,2025-04-10
None,Escale,AND,0,901.204467773,2025-01-01,2025-04-10
None,FCB Magpies,GIB,0,896.844543457,2025-01-01,2025-04-10
None,Atletic Club Escaldes,AND,0,879.769836426,2025-01-01,2025-04-10
None,SS Virtus,SMR,0,708.074829102,2025-01-01,2025-04-10
None,Tre Penne,SMR,0,695.420898438,2025-01-01,2025-04-10
None,La Fiorita,SMR,0,690.110168457,2025-01-01,2025-04-10


